code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,late_submissions_in_module,avg_score_in_module,sum_clicks_in_module,avg_clicks_per_session,num_active_days
AAA,2014J,108872,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Pass,0.0,51.5,1377.0,16.59,83.0
AAA,2014J,109155,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,0.0,56.5,3019.0,22.36,135.0
AAA,2014J,117818,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,2.0,48.0,1695.0,17.3,98.0
AAA,2014J,119902,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,2.0,44.67,2590.0,31.98,81.0
AAA,2014J,121349,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,0.0,63.33,2259.0,23.05,98.0
AAA,2014J,124064,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,2.0,72.67,2042.0,12.6,162.0
AAA,2014J,125018,M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass,0.0,54.0,2195.0,18.14,121.0
AAA,2014J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,0.0,40.5,877.0,11.39,77.0
AAA,2014J,130034,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,0.0,65.33,1831.0,17.78,103.0
AAA,2014J,130547,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,4.0,48.67,1252.0,15.27,82.0
AAA,2014J,130636,M,South East Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,0.0,50.0,332.0,16.6,20.0
AAA,2014J,131390,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,0.0,65.5,157.0,17.44,9.0
AAA,2014J,133816,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,0.0,54.5,4000.0,31.25,128.0
AAA,2014J,133922,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,5.0,65.17,574.0,9.9,58.0
AAA,2014J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,1,60,Y,Pass,4.0,41.5,323.0,14.68,22.0
AAA,2014J,135471,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,0.0,70.0,2291.0,18.04,127.0
AAA,2014J,139033,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,0.0,50.83,790.0,13.17,60.0
AAA,2014J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,N,Pass,2.0,41.33,613.0,18.03,34.0
AAA,2014J,141506,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,0.0,12.5,415.0,15.96,26.0
AAA,2014J,146503,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass,0.0,52.83,368.0,5.66,65.0
AAA,2014J,147756,M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,5.0,53.83,1107.0,13.84,80.0
AAA,2014J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,Y,Pass,3.0,70.0,1948.0,13.43,145.0
AAA,2014J,149741,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,0.0,55.33,2342.0,22.96,102.0
AAA,2014J,149962,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,1.0,57.0,141.0,8.29,17.0
AAA,2014J,151587,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,2.0,33.5,166.0,6.15,27.0
AAA,2014J,152668,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,0.0,11.83,765.0,22.5,34.0
AAA,2014J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,3.0,64.5,1737.0,16.54,105.0
AAA,2014J,158707,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,0.0,37.0,4746.0,48.43,98.0
AAA,2014J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn,1.0,34.67,877.0,12.35,71.0
AAA,2014J,164944,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,2.0,52.0,1300.0,10.74,121.0
AAA,2014J,165226,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,0.0,12.83,1062.0,35.4,30.0
AAA,2014J,167961,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Pass,0.0,63.33,2129.0,17.17,124.0
AAA,2014J,174024,M,North Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,0.0,50.33,812.0,21.37,38.0
AAA,2014J,174094,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,2.0,62.83,4841.0,21.81,222.0
AAA,2014J,174745,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,0.0,54.17,1610.0,35.0,46.0
AAA,2014J,175447,M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,1.0,58.0,3779.0,22.77,166.0
AAA,2014J,175772,F,East Anglian Region,HE Qualification,90-100%,35-55,0,270,N,Withdrawn,1.0,14.17,3018.0,41.92,72.0
AAA,2014J,183057,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,5.0,54.67,833.0,12.62,66.0
AAA,2014J,185350,M,Yorkshire Region,Lower Than A Level,10-20%,35-55,0,60,N,Fail,3.0,49.67,236.0,7.87,30.0
AAA,2014J,188278,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,2.0,59.0,3063.0,18.91,162.0
AAA,2014J,199636,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1.0,63.17,1836.0,20.4,90.0
AAA,2014J,199897,M,East Midlands Region,HE Qualification,10-20%,35-55,0,60,N,Pass,4.0,57.83,2135.0,15.93,134.0
AAA,2014J,200804,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,2.0,55.0,930.0,15.5,60.0
AAA,2014J,205494,M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass,0.0,55.33,1114.0,18.88,59.0
AAA,2014J,228021,M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,0.0,69.17,4028.0,20.76,194.0
AAA,2014J,228383,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Pass,3.0,58.83,2386.0,26.22,91.0
AAA,2014J,232307,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,1.0,55.17,702.0,18.97,37.0
AAA,2014J,235068,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,0.0,49.67,2811.0,18.99,148.0
AAA,2014J,235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass,2.0,47.0,1067.0,8.34,128.0
AAA,2014J,236875,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,4.0,38.67,201.0,5.03,40.0
AAA,2014J,237274,M,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,0.0,60.33,2025.0,12.35,164.0
AAA,2014J,243510,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,2.0,36.33,549.0,14.08,39.0
AAA,2014J,244246,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,1.0,56.0,1365.0,13.79,99.0
AAA,2014J,248581,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,0.0,70.83,2883.0,21.36,135.0
AAA,2014J,252073,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,2.0,40.83,865.0,11.85,73.0
AAA,2014J,254625,M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,2.0,69.0,1987.0,17.43,114.0
AAA,2014J,258587,M,South West Region,A Level or Equivalent,10-20%,35-55,0,60,N,Distinction,0.0,67.17,6609.0,32.24,205.0
AAA,2014J,260623,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,2.0,58.5,1178.0,13.7,86.0
AAA,2014J,263251,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,0.0,61.67,2485.0,24.36,102.0
AAA,2014J,263543,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,0.0,66.33,1594.0,10.28,155.0
AAA,2014J,263952,M,North Region,Lower Than A Level,nan%,35-55,0,60,N,Distinction,2.0,74.0,1444.0,15.2,95.0
AAA,2014J,266524,F,South Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,2.0,44.83,359.0,9.45,38.0
AAA,2014J,273346,M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,0.0,68.17,2080.0,14.55,143.0
AAA,2014J,274947,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,2.0,45.0,251.0,9.65,26.0
AAA,2014J,275674,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0.0,22.5,2090.0,17.86,117.0
AAA,2014J,275792,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,1.0,60.83,605.0,10.08,60.0
AAA,2014J,277123,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,0.0,38.33,537.0,14.51,37.0
AAA,2014J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,0.0,33.83,12.0,2.4,5.0
AAA,2014J,281077,F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,2.0,60.33,895.0,12.09,74.0
AAA,2014J,281636,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0.0,69.17,2682.0,18.76,143.0
AAA,2014J,285315,M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Pass,0.0,71.83,1157.0,20.3,57.0
AAA,2014J,287040,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,1.0,60.67,2267.0,20.06,113.0
AAA,2014J,287204,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,1.0,61.33,1845.0,22.78,81.0
AAA,2014J,287210,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,0.0,61.17,3275.0,15.45,212.0
AAA,2014J,289449,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,0.0,62.67,1336.0,12.49,107.0
AAA,2014J,290164,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,3.0,55.0,5805.0,34.97,166.0
AAA,2014J,292525,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,0.0,70.5,311.0,11.96,26.0
AAA,2014J,292775,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,3.0,68.0,1859.0,17.06,109.0
AAA,2014J,293824,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,1.0,50.0,7901.0,30.27,261.0
AAA,2014J,294496,M,North Western Region,A Level or Equivalent,10-20%,35-55,0,60,Y,Pass,4.0,67.17,1422.0,9.67,147.0
AAA,2014J,294655,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,5.0,64.67,2219.0,16.81,132.0
AAA,2014J,295060,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,1.0,55.83,1097.0,8.71,126.0
AAA,2014J,295075,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Pass,1.0,53.33,1642.0,30.98,53.0
AAA,2014J,296424,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,0.0,64.33,1695.0,12.02,141.0
AAA,2014J,298034,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Fail,0.0,60.67,1681.0,17.33,97.0
AAA,2014J,298838,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,1.0,66.0,1604.0,13.59,118.0
AAA,2014J,301967,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0.0,44.0,193.0,6.03,32.0
AAA,2014J,302476,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,0.0,71.0,1766.0,13.28,133.0
AAA,2014J,303521,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,2.0,67.0,7163.0,39.57,181.0
AAA,2014J,303985,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass,2.0,62.33,381.0,15.88,24.0
AAA,2014J,304465,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,0.0,63.0,3553.0,18.31,194.0
AAA,2014J,306646,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,1.0,44.0,144.0,7.58,19.0
AAA,2014J,309142,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,2.0,55.0,560.0,12.17,46.0
AAA,2014J,310412,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,0.0,63.33,2339.0,21.26,110.0
AAA,2014J,311235,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,0.0,54.83,1168.0,22.04,53.0
AAA,2014J,313937,M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,0.0,67.33,6965.0,28.66,243.0
AAA,2014J,315076,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,2.0,57.17,1435.0,13.17,109.0
AAA,2014J,315744,M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,4.0,68.67,4574.0,28.06,163.0
AAA,2014J,323370,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,1.0,62.67,2141.0,19.12,112.0
AAA,2014J,328024,M,Yorkshire Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,3.0,46.5,2444.0,19.55,125.0
AAA,2014J,329659,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,0.0,41.5,487.0,16.79,29.0
AAA,2014J,330594,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,3.0,49.67,1043.0,8.69,120.0
AAA,2014J,331358,F,South Region,HE Qualification,90-100%,35-55,1,60,N,Distinction,2.0,70.67,4212.0,25.53,165.0
AAA,2014J,332884,M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0.0,68.5,1648.0,11.37,145.0
AAA,2014J,334441,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Fail,0.0,33.17,283.0,5.55,51.0
AAA,2014J,335247,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,1.0,58.5,604.0,10.6,57.0
AAA,2014J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,0.0,72.67,1642.0,14.4,114.0
AAA,2014J,337748,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,0.0,7.33,93.0,15.5,6.0
AAA,2014J,338407,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,1.0,61.5,270.0,10.0,27.0
AAA,2014J,341876,M,East Anglian Region,HE Qualification,10-20%,0-35,0,120,N,Withdrawn,0.0,22.83,1784.0,24.78,72.0
AAA,2014J,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,N,Pass,3.0,69.83,2298.0,15.74,146.0
AAA,2014J,345440,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,0.0,61.5,165.0,7.86,21.0
AAA,2014J,345519,F,North Region,A Level or Equivalent,nan%,0-35,0,60,N,Pass,0.0,64.5,1141.0,12.82,89.0
AAA,2014J,346118,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,0.0,60.5,700.0,15.22,46.0
AAA,2014J,348275,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Withdrawn,1.0,20.5,545.0,14.34,38.0
AAA,2014J,348807,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,5.0,63.83,425.0,12.14,35.0
AAA,2014J,350156,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,0.0,43.5,560.0,11.67,48.0
AAA,2014J,350939,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,0.0,58.0,1427.0,13.85,103.0
AAA,2014J,351336,F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,0.0,53.83,944.0,8.14,116.0
AAA,2014J,353665,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,0.0,53.83,398.0,9.05,44.0
AAA,2014J,354170,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,0.0,48.33,945.0,11.52,82.0
AAA,2014J,356170,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Pass,1.0,47.67,768.0,18.29,42.0
AAA,2014J,358182,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,1.0,62.5,1901.0,15.09,126.0
AAA,2014J,364957,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass,2.0,49.67,1638.0,14.76,111.0
AAA,2014J,369834,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,1.0,61.33,1265.0,10.81,117.0
AAA,2014J,371710,M,Scotland,HE Qualification,10-20%,0-35,0,60,N,Pass,0.0,68.0,2960.0,23.68,125.0
AAA,2014J,373872,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,4.0,54.67,1528.0,21.52,71.0
AAA,2014J,375260,M,Ireland,HE Qualification,nan%,0-35,0,60,N,Pass,3.0,59.5,829.0,5.28,157.0
AAA,2014J,375646,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,0.0,63.0,606.0,11.43,53.0
AAA,2014J,377546,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction,2.0,69.17,1660.0,11.53,144.0
AAA,2014J,381642,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,2.0,65.67,1290.0,11.83,109.0
AAA,2014J,382095,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,1.0,63.83,2392.0,15.24,157.0
AAA,2014J,383180,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,1.0,36.0,657.0,14.6,45.0
AAA,2014J,383600,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,0.0,65.5,725.0,20.71,35.0
AAA,2014J,383723,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,1.0,66.83,7532.0,31.78,237.0
AAA,2014J,384203,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,2.0,62.83,5184.0,24.34,213.0
AAA,2014J,384725,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,0.0,67.0,4677.0,30.97,151.0
AAA,2014J,387533,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Fail,1.0,18.33,1096.0,22.37,49.0
AAA,2014J,388147,F,South West Region,A Level or Equivalent,10-20%,35-55,0,300,N,Fail,1.0,13.33,441.0,15.21,29.0
AAA,2014J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,N,Pass,2.0,56.67,358.0,7.02,51.0
AAA,2014J,391249,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,3.0,68.5,2648.0,17.89,148.0
AAA,2014J,396599,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Fail,3.0,36.17,1039.0,18.23,57.0
AAA,2014J,396655,F,South Region,Lower Than A Level,40-50%,0-35,0,180,Y,Fail,5.0,33.5,462.0,8.25,56.0
AAA,2014J,398171,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,1.0,57.67,1337.0,10.13,132.0
AAA,2014J,398349,F,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Pass,1.0,66.5,4295.0,29.83,144.0
AAA,2014J,400147,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,1.0,49.33,338.0,10.24,33.0
AAA,2014J,400682,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,0.0,43.83,1584.0,23.64,67.0
AAA,2014J,401404,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,Pass,1.0,63.0,1326.0,11.24,118.0
AAA,2014J,402204,M,West Midlands Region,A Level or Equivalent,nan%,35-55,0,60,N,Pass,2.0,58.67,751.0,11.04,68.0
AAA,2014J,402727,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,0.0,61.0,414.0,8.12,51.0
AAA,2014J,402961,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,1.0,56.33,4555.0,30.99,147.0
AAA,2014J,404356,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,3.0,61.67,2076.0,20.97,99.0
AAA,2014J,406671,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,1.0,66.33,405.0,13.5,30.0
AAA,2014J,406682,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Distinction,0.0,69.67,2752.0,19.11,144.0
AAA,2014J,409100,M,South East Region,HE Qualification,80-90%,35-55,0,60,N,Pass,0.0,64.5,2180.0,15.24,143.0
AAA,2014J,409703,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,0.0,53.17,2808.0,19.37,145.0
AAA,2014J,410092,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,2.0,55.33,339.0,13.56,25.0
AAA,2014J,411971,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,0.0,61.0,1318.0,17.81,74.0
AAA,2014J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Fail,0.0,29.83,58.0,7.25,8.0
AAA,2014J,418731,M,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,3.0,34.33,127.0,7.06,18.0
AAA,2014J,421455,F,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1.0,64.83,1472.0,13.03,113.0
AAA,2014J,424577,M,London Region,HE Qualification,10-20%,0-35,0,120,N,Pass,0.0,49.5,2196.0,20.15,109.0
AAA,2014J,429858,M,Ireland,Lower Than A Level,nan%,0-35,0,300,N,Distinction,1.0,69.17,232.0,8.92,26.0
AAA,2014J,431025,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,N,Fail,0.0,46.0,300.0,13.64,22.0
AAA,2014J,439305,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,2.0,60.83,613.0,13.33,46.0
AAA,2014J,440319,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,2.0,34.67,676.0,14.7,46.0
AAA,2014J,442064,F,South West Region,HE Qualification,70-80%,0-35,0,120,N,Pass,4.0,44.17,402.0,11.82,34.0
AAA,2014J,442132,M,South West Region,HE Qualification,20-30%,0-35,0,60,N,Pass,3.0,54.83,176.0,8.0,22.0
AAA,2014J,446108,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,0.0,48.0,879.0,11.42,77.0
AAA,2014J,447481,M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,3.0,43.67,767.0,23.24,33.0
AAA,2014J,468120,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,1.0,13.33,116.0,7.25,16.0
AAA,2014J,468694,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,3.0,51.0,473.0,13.51,35.0
AAA,2014J,470588,M,South East Region,HE Qualification,90-100%,35-55,1,60,N,Withdrawn,0.0,25.33,442.0,24.56,18.0
AAA,2014J,470982,F,East Anglian Region,HE Qualification,20-30%,35-55,1,120,N,Pass,1.0,51.33,1528.0,20.37,75.0
AAA,2014J,476603,M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,4.0,69.83,1365.0,17.28,79.0
AAA,2014J,481022,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,0.0,24.5,79.0,6.08,13.0
AAA,2014J,483800,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,1.0,58.83,1368.0,15.03,91.0
AAA,2014J,484897,F,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1.0,54.0,711.0,10.61,67.0
